i,qV(1)/qC(0),Run 1 of 10,qV(1)/qC(0),Run 2 of 10,qV(1)/qC(0),Run 3 of 10,qV(1)/qC(0),Run 4 of 10,qV(1)/qC(0),Run 5 of 10,qV(1)/qC(0),Run 6 of 10,qV(1)/qC(0),Run 7 of 10,qV(1)/qC(0),Run 8 of 10,qV(1)/qC(0),Run 9 of 10,qV(1)/qC(0),Run 10 of 10
464,0,"Question{QuestionCommittee{λ=41838821550762040905219670523088980032875552346424232473289844172798788240408557/29642774844752946028434172162224104410437116074403984394101141506025761187823616, rank=8}}",0,"Question{QuestionCommittee{λ=30111515446317455373951082240725812384716392606844149647924424122089527574509/7237005577332262213973186563042994240829374041602535252466099000494570602496, rank=8}}",0,"Question{QuestionCommittee{λ=78966193896156715249149216492686279138034386675085469910422766482119045005967341/29642774844752946028434172162224104410437116074403984394101141506025761187823616, rank=8}}",0,"Question{QuestionCommittee{λ=31258555408820348398510146886831588877945379515723738272723047771754083060285421/29642774844752946028434172162224104410437116074403984394101141506025761187823616, rank=8}}",0,"Question{QuestionCommittee{λ=16275081593621363120519937753119103565467622412586401015140190582238074634221/14474011154664524427946373126085988481658748083205070504932198000989141204992, rank=8}}",0,"Question{QuestionCommittee{λ=46915280709687552071634852335444607993102074803563685652398116831191897353486317/29642774844752946028434172162224104410437116074403984394101141506025761187823616, rank=8}}",0,"Question{QuestionCommittee{λ=68368393149839381248919080965946163523131614747125843737092377951381258439229421/29642774844752946028434172162224104410437116074403984394101141506025761187823616, rank=8}}",0,"Question{QuestionCommittee{λ=2482419350915163302483638891867116762923233008042342488119397881087336120301/1809251394333065553493296640760748560207343510400633813116524750123642650624, rank=8}}",0,"Question{QuestionCommittee{λ=70456684854457757238239369460643070234975533954106043369425653179582602356457453/29642774844752946028434172162224104410437116074403984394101141506025761187823616, rank=8}}",0,"Question{QuestionCommittee{λ=34760609144817905009887370843803379665008028635698522380161226877637640224505837/29642774844752946028434172162224104410437116074403984394101141506025761187823616, rank=8}}"
465,0,"Question{QuestionCommittee{λ=83677643101524081810439341046177960065751104692848464946579688345597576480817133/59285549689505892056868344324448208820874232148807968788202283012051522375647232, rank=8}}",0,"Question{QuestionCommittee{λ=60223030892634910747902164481451624769432785213688299295848848244179055149037/14474011154664524427946373126085988481658748083205070504932198000989141204992, rank=8}}",0,"Question{QuestionCommittee{λ=157932387792313430498298432985372558276068773350170939820845532964238090011934701/59285549689505892056868344324448208820874232148807968788202283012051522375647232, rank=8}}",0,"Question{QuestionCommittee{λ=62517110817640696797020293773663177755890759031447476545446095543508166120570861/59285549689505892056868344324448208820874232148807968788202283012051522375647232, rank=8}}",0,"Question{QuestionCommittee{λ=32550163187242726241039875506238207130935244825172802030280381164476149268461/28948022309329048855892746252171976963317496166410141009864396001978282409984, rank=8}}",0,"Question{QuestionCommittee{λ=93830561419375104143269704670889215986204149607127371304796233662383794706972653/59285549689505892056868344324448208820874232148807968788202283012051522375647232, rank=8}}",0,"Question{QuestionCommittee{λ=136736786299678762497838161931892327046263229494251687474184755902762516878458861/59285549689505892056868344324448208820874232148807968788202283012051522375647232, rank=8}}",0,"Question{QuestionCommittee{λ=4964838701830326604967277783734233525846466016084684976238795762174672240621/3618502788666131106986593281521497120414687020801267626233049500247285301248, rank=8}}",0,"Question{QuestionCommittee{λ=140913369708915514476478738921286140469951067908212086738851306359165204712914925/59285549689505892056868344324448208820874232148807968788202283012051522375647232, rank=8}}",0,"Question{QuestionCommittee{λ=69521218289635810019774741687606759330016057271397044760322453755275280449011693/59285549689505892056868344324448208820874232148807968788202283012051522375647232, rank=8}}"
466,0,"Question{QuestionCommittee{λ=167355286203048163620878682092355920131502209385696929893159376691195152961634285/118571099379011784113736688648896417641748464297615937576404566024103044751294464, rank=8}}",0,"Question{QuestionCommittee{λ=120446061785269821495804328962903249538865570427376598591697696488358110298093/28948022309329048855892746252171976963317496166410141009864396001978282409984, rank=8}}",0,"Question{QuestionCommittee{λ=315864775584626860996596865970745116552137546700341879641691065928476180023869421/118571099379011784113736688648896417641748464297615937576404566024103044751294464, rank=8}}",0,"Question{QuestionCommittee{λ=125034221635281393594040587547326355511781518062894953090892191087016332241141741/118571099379011784113736688648896417641748464297615937576404566024103044751294464, rank=8}}",0,"Question{QuestionCommittee{λ=65100326374485452482079751012476414261870489650345604060560762328952298536941/57896044618658097711785492504343953926634992332820282019728792003956564819968, rank=8}}",0,"Question{QuestionCommittee{λ=187661122838750208286539409341778431972408299214254742609592467324767589413945325/118571099379011784113736688648896417641748464297615937576404566024103044751294464, rank=8}}",0,"Question{QuestionCommittee{λ=273473572599357524995676323863784654092526458988503374948369511805525033756917741/118571099379011784113736688648896417641748464297615937576404566024103044751294464, rank=8}}",0,"Question{QuestionCommittee{λ=9929677403660653209934555567468467051692932032169369952477591524349344481261/7237005577332262213973186563042994240829374041602535252466099000494570602496, rank=8}}",0,"Question{QuestionCommittee{λ=281826739417831028952957477842572280939902135816424173477702612718330409425829869/118571099379011784113736688648896417641748464297615937576404566024103044751294464, rank=8}}",0,"Question{QuestionCommittee{λ=139042436579271620039549483375213518660032114542794089520644907510550560898023405/118571099379011784113736688648896417641748464297615937576404566024103044751294464, rank=8}}"
467,0,"Question{QuestionCommittee{λ=334710572406096327241757364184711840263004418771393859786318753382390305923268589/237142198758023568227473377297792835283496928595231875152809132048206089502588928, rank=8}}",0,"Question{QuestionCommittee{λ=240892123570539642991608657925806499077731140854753197183395392976716220596205/57896044618658097711785492504343953926634992332820282019728792003956564819968, rank=8}}",0,"Question{QuestionCommittee{λ=631729551169253721993193731941490233104275093400683759283382131856952360047738861/237142198758023568227473377297792835283496928595231875152809132048206089502588928, rank=8}}",0,"Question{QuestionCommittee{λ=250068443270562787188081175094652711023563036125789906181784382174032664482283501/237142198758023568227473377297792835283496928595231875152809132048206089502588928, rank=8}}",0,"Question{QuestionCommittee{λ=130200652748970904964159502024952828523740979300691208121121524657904597073901/115792089237316195423570985008687907853269984665640564039457584007913129639936, rank=8}}",0,"Question{QuestionCommittee{λ=375322245677500416573078818683556863944816598428509485219184934649535178827890669/237142198758023568227473377297792835283496928595231875152809132048206089502588928, rank=8}}",0,"Question{QuestionCommittee{λ=546947145198715049991352647727569308185052917977006749896739023611050067513835501/237142198758023568227473377297792835283496928595231875152809132048206089502588928, rank=8}}",0,"Question{QuestionCommittee{λ=19859354807321306419869111134936934103385864064338739904955183048698688962541/14474011154664524427946373126085988481658748083205070504932198000989141204992, rank=8}}",0,"Question{QuestionCommittee{λ=563653478835662057905914955685144561879804271632848346955405225436660818851659757/237142198758023568227473377297792835283496928595231875152809132048206089502588928, rank=8}}",0,"Question{QuestionCommittee{λ=278084873158543240079098966750427037320064229085588179041289815021101121796046829/237142198758023568227473377297792835283496928595231875152809132048206089502588928, rank=8}}"
468,0,"Question{QuestionCommittee{λ=669421144812192654483514728369423680526008837542787719572637506764780611846537197/474284397516047136454946754595585670566993857190463750305618264096412179005177856, rank=8}}",0,"Question{QuestionCommittee{λ=481784247141079285983217315851612998155462281709506394366790785953432441192429/115792089237316195423570985008687907853269984665640564039457584007913129639936, rank=8}}",0,"Question{QuestionCommittee{λ=1263459102338507443986387463882980466208550186801367518566764263713904720095477741/474284397516047136454946754595585670566993857190463750305618264096412179005177856, rank=8}}",0,"Question{QuestionCommittee{λ=500136886541125574376162350189305422047126072251579812363568764348065328964567021/474284397516047136454946754595585670566993857190463750305618264096412179005177856, rank=8}}",0,"Question{QuestionCommittee{λ=260401305497941809928319004049905657047481958601382416242243049315809194147821/231584178474632390847141970017375815706539969331281128078915168015826259279872, rank=8}}",0,"Question{QuestionCommittee{λ=750644491355000833146157637367113727889633196857018970438369869299070357655781357/474284397516047136454946754595585670566993857190463750305618264096412179005177856, rank=8}}",0,"Question{QuestionCommittee{λ=1093894290397430099982705295455138616370105835954013499793478047222100135027671021/474284397516047136454946754595585670566993857190463750305618264096412179005177856, rank=8}}",0,"Question{QuestionCommittee{λ=39718709614642612839738222269873868206771728128677479809910366097397377925101/28948022309329048855892746252171976963317496166410141009864396001978282409984, rank=8}}",0,"Question{QuestionCommittee{λ=1127306957671324115811829911370289123759608543265696693910810450873321637703319533/474284397516047136454946754595585670566993857190463750305618264096412179005177856, rank=8}}",0,"Question{QuestionCommittee{λ=556169746317086480158197933500854074640128458171176358082579630042202243592093677/474284397516047136454946754595585670566993857190463750305618264096412179005177856, rank=8}}"
469,0,"Question{QuestionCommittee{λ=1338842289624385308967029456738847361052017675085575439145275013529561223693074413/948568795032094272909893509191171341133987714380927500611236528192824358010355712, rank=8}}",0,"Question{QuestionCommittee{λ=963568494282158571966434631703225996310924563419012788733581571906864882384877/231584178474632390847141970017375815706539969331281128078915168015826259279872, rank=8}}",0,"Question{QuestionCommittee{λ=2526918204677014887972774927765960932417100373602735037133528527427809440190955501/948568795032094272909893509191171341133987714380927500611236528192824358010355712, rank=8}}",0,"Question{QuestionCommittee{λ=1000273773082251148752324700378610844094252144503159624727137528696130657929134061/948568795032094272909893509191171341133987714380927500611236528192824358010355712, rank=8}}",0,"Question{QuestionCommittee{λ=520802610995883619856638008099811314094963917202764832484486098631618388295661/463168356949264781694283940034751631413079938662562256157830336031652518559744, rank=8}}",0,"Question{QuestionCommittee{λ=1501288982710001666292315274734227455779266393714037940876739738598140715311562733/948568795032094272909893509191171341133987714380927500611236528192824358010355712, rank=8}}",0,"Question{QuestionCommittee{λ=2187788580794860199965410590910277232740211671908026999586956094444200270055342061/948568795032094272909893509191171341133987714380927500611236528192824358010355712, rank=8}}",0,"Question{QuestionCommittee{λ=79437419229285225679476444539747736413543456257354959619820732194794755850221/57896044618658097711785492504343953926634992332820282019728792003956564819968, rank=8}}",0,"Question{QuestionCommittee{λ=2254613915342648231623659822740578247519217086531393387821620901746643275406639085/948568795032094272909893509191171341133987714380927500611236528192824358010355712, rank=8}}",0,"Question{QuestionCommittee{λ=1112339492634172960316395867001708149280256916342352716165159260084404487184187373/948568795032094272909893509191171341133987714380927500611236528192824358010355712, rank=8}}"
470,0,"Question{QuestionCommittee{λ=2677684579248770617934058913477694722104035350171150878290550027059122447386148845/1897137590064188545819787018382342682267975428761855001222473056385648716020711424, rank=8}}",0,"Question{QuestionCommittee{λ=1927136988564317143932869263406451992621849126838025577467163143813729764769773/463168356949264781694283940034751631413079938662562256157830336031652518559744, rank=8}}",0,"Question{QuestionCommittee{λ=5053836409354029775945549855531921864834200747205470074267057054855618880381911021/1897137590064188545819787018382342682267975428761855001222473056385648716020711424, rank=8}}",0,"Question{QuestionCommittee{λ=2000547546164502297504649400757221688188504289006319249454275057392261315858268141/1897137590064188545819787018382342682267975428761855001222473056385648716020711424, rank=8}}",0,"Question{QuestionCommittee{λ=1041605221991767239713276016199622628189927834405529664968972197263236776591341/926336713898529563388567880069503262826159877325124512315660672063305037119488, rank=8}}",0,"Question{QuestionCommittee{λ=3002577965420003332584630549468454911558532787428075881753479477196281430623125485/1897137590064188545819787018382342682267975428761855001222473056385648716020711424, rank=8}}",0,"Question{QuestionCommittee{λ=4375577161589720399930821181820554465480423343816053999173912188888400540110684141/1897137590064188545819787018382342682267975428761855001222473056385648716020711424, rank=8}}",0,"Question{QuestionCommittee{λ=158874838458570451358952889079495472827086912514709919239641464389589511700461/115792089237316195423570985008687907853269984665640564039457584007913129639936, rank=8}}",0,"Question{QuestionCommittee{λ=4509227830685296463247319645481156495038434173062786775643241803493286550813278189/1897137590064188545819787018382342682267975428761855001222473056385648716020711424, rank=8}}",0,"Question{QuestionCommittee{λ=2224678985268345920632791734003416298560513832684705432330318520168808974368374765/1897137590064188545819787018382342682267975428761855001222473056385648716020711424, rank=8}}"
471,0,"Question{QuestionCommittee{λ=5355369158497541235868117826955389444208070700342301756581100054118244894772297709/3794275180128377091639574036764685364535950857523710002444946112771297432041422848, rank=8}}",0,"Question{QuestionCommittee{λ=3854273977128634287865738526812903985243698253676051154934326287627459529539565/926336713898529563388567880069503262826159877325124512315660672063305037119488, rank=8}}",0,"Question{QuestionCommittee{λ=10107672818708059551891099711063843729668401494410940148534114109711237760763822061/3794275180128377091639574036764685364535950857523710002444946112771297432041422848, rank=8}}",0,"Question{QuestionCommittee{λ=4001095092329004595009298801514443376377008578012638498908550114784522631716536301/3794275180128377091639574036764685364535950857523710002444946112771297432041422848, rank=8}}",0,"Question{QuestionCommittee{λ=2083210443983534479426552032399245256379855668811059329937944394526473553182701/1852673427797059126777135760139006525652319754650249024631321344126610074238976, rank=8}}",0,"Question{QuestionCommittee{λ=6005155930840006665169261098936909823117065574856151763506958954392562861246250989/3794275180128377091639574036764685364535950857523710002444946112771297432041422848, rank=8}}",0,"Question{QuestionCommittee{λ=8751154323179440799861642363641108930960846687632107998347824377776801080221368301/3794275180128377091639574036764685364535950857523710002444946112771297432041422848, rank=8}}",0,"Question{QuestionCommittee{λ=317749676917140902717905778158990945654173825029419838479282928779179023400941/231584178474632390847141970017375815706539969331281128078915168015826259279872, rank=8}}",0,"Question{QuestionCommittee{λ=9018455661370592926494639290962312990076868346125573551286483606986573101626556397/3794275180128377091639574036764685364535950857523710002444946112771297432041422848, rank=8}}",0,"Question{QuestionCommittee{λ=4449357970536691841265583468006832597121027665369410864660637040337617948736749549/3794275180128377091639574036764685364535950857523710002444946112771297432041422848, rank=8}}"
472,0,"Question{QuestionCommittee{λ=10710738316995082471736235653910778888416141400684603513162200108236489789544595437/7588550360256754183279148073529370729071901715047420004889892225542594864082845696, rank=8}}",0,"Question{QuestionCommittee{λ=7708547954257268575731477053625807970487396507352102309868652575254919059079149/1852673427797059126777135760139006525652319754650249024631321344126610074238976, rank=8}}",0,"Question{QuestionCommittee{λ=20215345637416119103782199422127687459336802988821880297068228219422475521527644141/7588550360256754183279148073529370729071901715047420004889892225542594864082845696, rank=8}}",0,"Question{QuestionCommittee{λ=8002190184658009190018597603028886752754017156025276997817100229569045263433072621/7588550360256754183279148073529370729071901715047420004889892225542594864082845696, rank=8}}",0,"Question{QuestionCommittee{λ=4166420887967068958853104064798490512759711337622118659875888789052947106365421/3705346855594118253554271520278013051304639509300498049262642688253220148477952, rank=8}}",0,"Question{QuestionCommittee{λ=12010311861680013330338522197873819646234131149712303527013917908785125722492501997/7588550360256754183279148073529370729071901715047420004889892225542594864082845696, rank=8}}",0,"Question{QuestionCommittee{λ=17502308646358881599723284727282217861921693375264215996695648755553602160442736621/7588550360256754183279148073529370729071901715047420004889892225542594864082845696, rank=8}}",0,"Question{QuestionCommittee{λ=635499353834281805435811556317981891308347650058839676958565857558358046801901/463168356949264781694283940034751631413079938662562256157830336031652518559744, rank=8}}",0,"Question{QuestionCommittee{λ=18036911322741185852989278581924625980153736692251147102572967213973146203253112813/7588550360256754183279148073529370729071901715047420004889892225542594864082845696, rank=8}}",0,"Question{QuestionCommittee{λ=8898715941073383682531166936013665194242055330738821729321274080675235897473499117/7588550360256754183279148073529370729071901715047420004889892225542594864082845696, rank=8}}"
473,0,"Question{QuestionCommittee{λ=21421476633990164943472471307821557776832282801369207026324400216472979579089190893/15177100720513508366558296147058741458143803430094840009779784451085189728165691392, rank=8}}",0,"Question{QuestionCommittee{λ=15417095908514537151462954107251615940974793014704204619737305150509838118158317/3705346855594118253554271520278013051304639509300498049262642688253220148477952, rank=8}}",0,"Question{QuestionCommittee{λ=40430691274832238207564398844255374918673605977643760594136456438844951043055288301/15177100720513508366558296147058741458143803430094840009779784451085189728165691392, rank=8}}",0,"Question{QuestionCommittee{λ=16004380369316018380037195206057773505508034312050553995634200459138090526866145261/15177100720513508366558296147058741458143803430094840009779784451085189728165691392, rank=8}}",0,"Question{QuestionCommittee{λ=8332841775934137917706208129596981025519422675244237319751777578105894212730861/7410693711188236507108543040556026102609279018600996098525285376506440296955904, rank=8}}",0,"Question{QuestionCommittee{λ=24020623723360026660677044395747639292468262299424607054027835817570251444985004013/15177100720513508366558296147058741458143803430094840009779784451085189728165691392, rank=8}}",0,"Question{QuestionCommittee{λ=35004617292717763199446569454564435723843386750528431993391297511107204320885473261/15177100720513508366558296147058741458143803430094840009779784451085189728165691392, rank=8}}",0,"Question{QuestionCommittee{λ=1270998707668563610871623112635963782616695300117679353917131715116716093603821/926336713898529563388567880069503262826159877325124512315660672063305037119488, rank=8}}",0,"Question{QuestionCommittee{λ=36073822645482371705978557163849251960307473384502294205145934427946292406506225645/15177100720513508366558296147058741458143803430094840009779784451085189728165691392, rank=8}}",0,"Question{QuestionCommittee{λ=17797431882146767365062333872027330388484110661477643458642548161350471794946998253/15177100720513508366558296147058741458143803430094840009779784451085189728165691392, rank=8}}"
474,0,"Question{QuestionCommittee{λ=42842953267980329886944942615643115553664565602738414052648800432945959158178381805/30354201441027016733116592294117482916287606860189680019559568902170379456331382784, rank=8}}",0,"Question{QuestionCommittee{λ=30834191817029074302925908214503231881949586029408409239474610301019676236316653/7410693711188236507108543040556026102609279018600996098525285376506440296955904, rank=8}}",0,"Question{QuestionCommittee{λ=80861382549664476415128797688510749837347211955287521188272912877689902086110576621/30354201441027016733116592294117482916287606860189680019559568902170379456331382784, rank=8}}",0,"Question{QuestionCommittee{λ=32008760738632036760074390412115547011016068624101107991268400918276181053732290541/30354201441027016733116592294117482916287606860189680019559568902170379456331382784, rank=8}}",0,"Question{QuestionCommittee{λ=16665683551868275835412416259193962051038845350488474639503555156211788425461741/14821387422376473014217086081112052205218558037201992197050570753012880593911808, rank=8}}",0,"Question{QuestionCommittee{λ=48041247446720053321354088791495278584936524598849214108055671635140502889970008045/30354201441027016733116592294117482916287606860189680019559568902170379456331382784, rank=8}}",0,"Question{QuestionCommittee{λ=70009234585435526398893138909128871447686773501056863986782595022214408641770946541/30354201441027016733116592294117482916287606860189680019559568902170379456331382784, rank=8}}",0,"Question{QuestionCommittee{λ=2541997415337127221743246225271927565233390600235358707834263430233432187207661/1852673427797059126777135760139006525652319754650249024631321344126610074238976, rank=8}}",0,"Question{QuestionCommittee{λ=72147645290964743411957114327698503920614946769004588410291868855892584813012451309/30354201441027016733116592294117482916287606860189680019559568902170379456331382784, rank=8}}",0,"Question{QuestionCommittee{λ=35594863764293534730124667744054660776968221322955286917285096322700943589893996525/30354201441027016733116592294117482916287606860189680019559568902170379456331382784, rank=8}}"
475,0,"Question{QuestionCommittee{λ=85685906535960659773889885231286231107329131205476828105297600865891918316356763629/60708402882054033466233184588234965832575213720379360039119137804340758912662765568, rank=8}}",0,"Question{QuestionCommittee{λ=61668383634058148605851816429006463763899172058816818478949220602039352472633325/14821387422376473014217086081112052205218558037201992197050570753012880593911808, rank=8}}",0,"Question{QuestionCommittee{λ=161722765099328952830257595377021499674694423910575042376545825755379804172221153261/60708402882054033466233184588234965832575213720379360039119137804340758912662765568, rank=8}}",0,"Question{QuestionCommittee{λ=64017521477264073520148780824231094022032137248202215982536801836552362107464581101/60708402882054033466233184588234965832575213720379360039119137804340758912662765568, rank=8}}",0,"Question{QuestionCommittee{λ=33331367103736551670824832518387924102077690700976949279007110312423576850923501/29642774844752946028434172162224104410437116074403984394101141506025761187823616, rank=8}}",0,"Question{QuestionCommittee{λ=96082494893440106642708177582990557169873049197698428216111343270281005779940016109/60708402882054033466233184588234965832575213720379360039119137804340758912662765568, rank=8}}",0,"Question{QuestionCommittee{λ=140018469170871052797786277818257742895373547002113727973565190044428817283541893101/60708402882054033466233184588234965832575213720379360039119137804340758912662765568, rank=8}}",0,"Question{QuestionCommittee{λ=5083994830674254443486492450543855130466781200470717415668526860466864374415341/3705346855594118253554271520278013051304639509300498049262642688253220148477952, rank=8}}",0,"Question{QuestionCommittee{λ=144295290581929486823914228655397007841229893538009176820583737711785169626024902637/60708402882054033466233184588234965832575213720379360039119137804340758912662765568, rank=8}}",0,"Question{QuestionCommittee{λ=71189727528587069460249335488109321553936442645910573834570192645401887179787993069/60708402882054033466233184588234965832575213720379360039119137804340758912662765568, rank=8}}"
476,0,"Question{QuestionCommittee{λ=171371813071921319547779770462572462214658262410953656210595201731783836632713527277/121416805764108066932466369176469931665150427440758720078238275608681517825325531136, rank=8}}",0,"Question{QuestionCommittee{λ=123336767268116297211703632858012927527798344117633636957898441204078704945266669/29642774844752946028434172162224104410437116074403984394101141506025761187823616, rank=8}}",0,"Question{QuestionCommittee{λ=323445530198657905660515190754042999349388847821150084753091651510759608344442306541/121416805764108066932466369176469931665150427440758720078238275608681517825325531136, rank=8}}",0,"Question{QuestionCommittee{λ=128035042954528147040297561648462188044064274496404431965073603673104724214929162221/121416805764108066932466369176469931665150427440758720078238275608681517825325531136, rank=8}}",0,"Question{QuestionCommittee{λ=66662734207473103341649665036775848204155381401953898558014220624847153701847021/59285549689505892056868344324448208820874232148807968788202283012051522375647232, rank=8}}",0,"Question{QuestionCommittee{λ=192164989786880213285416355165981114339746098395396856432222686540562011559880032237/121416805764108066932466369176469931665150427440758720078238275608681517825325531136, rank=8}}",0,"Question{QuestionCommittee{λ=280036938341742105595572555636515485790747094004227455947130380088857634567083786221/121416805764108066932466369176469931665150427440758720078238275608681517825325531136, rank=8}}",0,"Question{QuestionCommittee{λ=10167989661348508886972984901087710260933562400941434831337053720933728748830701/7410693711188236507108543040556026102609279018600996098525285376506440296955904, rank=8}}",0,"Question{QuestionCommittee{λ=288590581163858973647828457310794015682459787076018353641167475423570339252049805293/121416805764108066932466369176469931665150427440758720078238275608681517825325531136, rank=8}}",0,"Question{QuestionCommittee{λ=142379455057174138920498670976218643107872885291821147669140385290803774359575986157/121416805764108066932466369176469931665150427440758720078238275608681517825325531136, rank=8}}"
477,0,"Question{QuestionCommittee{λ=342743626143842639095559540925144924429316524821907312421190403463567673265427054573/242833611528216133864932738352939863330300854881517440156476551217363035650651062272, rank=8}}",0,"Question{QuestionCommittee{λ=246673534536232594423407265716025855055596688235267273915796882408157409890533357/59285549689505892056868344324448208820874232148807968788202283012051522375647232, rank=8}}",0,"Question{QuestionCommittee{λ=646891060397315811321030381508085998698777695642300169506183303021519216688884613101/242833611528216133864932738352939863330300854881517440156476551217363035650651062272, rank=8}}",0,"Question{QuestionCommittee{λ=256070085909056294080595123296924376088128548992808863930147207346209448429858324461/242833611528216133864932738352939863330300854881517440156476551217363035650651062272, rank=8}}",0,"Question{QuestionCommittee{λ=133325468414946206683299330073551696408310762803907797116028441249694307403694061/118571099379011784113736688648896417641748464297615937576404566024103044751294464, rank=8}}",0,"Question{QuestionCommittee{λ=384329979573760426570832710331962228679492196790793712864445373081124023119760064493/242833611528216133864932738352939863330300854881517440156476551217363035650651062272, rank=8}}",0,"Question{QuestionCommittee{λ=560073876683484211191145111273030971581494188008454911894260760177715269134167572461/242833611528216133864932738352939863330300854881517440156476551217363035650651062272, rank=8}}",0,"Question{QuestionCommittee{λ=20335979322697017773945969802175420521867124801882869662674107441867457497661421/14821387422376473014217086081112052205218558037201992197050570753012880593911808, rank=8}}",0,"Question{QuestionCommittee{λ=577181162327717947295656914621588031364919574152036707282334950847140678504099610605/242833611528216133864932738352939863330300854881517440156476551217363035650651062272, rank=8}}",0,"Question{QuestionCommittee{λ=284758910114348277840997341952437286215745770583642295338280770581607548719151972333/242833611528216133864932738352939863330300854881517440156476551217363035650651062272, rank=8}}"
478,0,"Question{QuestionCommittee{λ=685487252287685278191119081850289848858633049643814624842380806927135346530854109165/485667223056432267729865476705879726660601709763034880312953102434726071301302124544, rank=8}}",0,"Question{QuestionCommittee{λ=493347069072465188846814531432051710111193376470534547831593764816314819781066733/118571099379011784113736688648896417641748464297615937576404566024103044751294464, rank=8}}",0,"Question{QuestionCommittee{λ=1293782120794631622642060763016171997397555391284600339012366606043038433377769226221/485667223056432267729865476705879726660601709763034880312953102434726071301302124544, rank=8}}",0,"Question{QuestionCommittee{λ=512140171818112588161190246593848752176257097985617727860294414692418896859716648941/485667223056432267729865476705879726660601709763034880312953102434726071301302124544, rank=8}}",0,"Question{QuestionCommittee{λ=266650936829892413366598660147103392816621525607815594232056882499388614807388141/237142198758023568227473377297792835283496928595231875152809132048206089502588928, rank=8}}",0,"Question{QuestionCommittee{λ=768659959147520853141665420663924457358984393581587425728890746162248046239520129005/485667223056432267729865476705879726660601709763034880312953102434726071301302124544, rank=8}}",0,"Question{QuestionCommittee{λ=1120147753366968422382290222546061943162988376016909823788521520355430538268335144941/485667223056432267729865476705879726660601709763034880312953102434726071301302124544, rank=8}}",0,"Question{QuestionCommittee{λ=40671958645394035547891939604350841043734249603765739325348214883734914995322861/29642774844752946028434172162224104410437116074403984394101141506025761187823616, rank=8}}",0,"Question{QuestionCommittee{λ=1154362324655435894591313829243176062729839148304073414564669901694281357008199221229/485667223056432267729865476705879726660601709763034880312953102434726071301302124544, rank=8}}",0,"Question{QuestionCommittee{λ=569517820228696555681994683904874572431491541167284590676561541163215097438303944685/485667223056432267729865476705879726660601709763034880312953102434726071301302124544, rank=8}}"
479,0,"Question{QuestionCommittee{λ=1370974504575370556382238163700579697717266099287629249684761613854270693061708218349/971334446112864535459730953411759453321203419526069760625906204869452142602604249088, rank=8}}",0,"Question{QuestionCommittee{λ=986694138144930377693629062864103420222386752941069095663187529632629639562133485/237142198758023568227473377297792835283496928595231875152809132048206089502588928, rank=8}}",0,"Question{QuestionCommittee{λ=2587564241589263245284121526032343994795110782569200678024733212086076866755538452461/971334446112864535459730953411759453321203419526069760625906204869452142602604249088, rank=8}}",0,"Question{QuestionCommittee{λ=1024280343636225176322380493187697504352514195971235455720588829384837793719433297901/971334446112864535459730953411759453321203419526069760625906204869452142602604249088, rank=8}}",0,"Question{QuestionCommittee{λ=533301873659784826733197320294206785633243051215631188464113764998777229614776301/474284397516047136454946754595585670566993857190463750305618264096412179005177856, rank=8}}",0,"Question{QuestionCommittee{λ=1537319918295041706283330841327848914717968787163174851457781492324496092479040258029/971334446112864535459730953411759453321203419526069760625906204869452142602604249088, rank=8}}",0,"Question{QuestionCommittee{λ=2240295506733936844764580445092123886325976752033819647577043040710861076536670289901/971334446112864535459730953411759453321203419526069760625906204869452142602604249088, rank=8}}",0,"Question{QuestionCommittee{λ=81343917290788071095783879208701682087468499207531478650696429767469829990645741/59285549689505892056868344324448208820874232148807968788202283012051522375647232, rank=8}}",0,"Question{QuestionCommittee{λ=2308724649310871789182627658486352125459678296608146829129339803388562714016398442477/971334446112864535459730953411759453321203419526069760625906204869452142602604249088, rank=8}}",0,"Question{QuestionCommittee{λ=1139035640457393111363989367809749144862983082334569181353123082326430194876607889389/971334446112864535459730953411759453321203419526069760625906204869452142602604249088, rank=8}}"
