i,qV(1)/qC(0),Run 1 of 10,qV(1)/qC(0),Run 2 of 10,qV(1)/qC(0),Run 3 of 10,qV(1)/qC(0),Run 4 of 10,qV(1)/qC(0),Run 5 of 10,qV(1)/qC(0),Run 6 of 10,qV(1)/qC(0),Run 7 of 10,qV(1)/qC(0),Run 8 of 10,qV(1)/qC(0),Run 9 of 10,qV(1)/qC(0),Run 10 of 10
696,1,"Question{QuestionVoter{voter=Voter{8}, a=10, b=6}}",1,"Question{QuestionVoter{voter=Voter{28}, a=5, b=4}}",0,"Question{QuestionCommittee{λ=616012811/536870912, rank=1}}",1,"Question{QuestionVoter{voter=Voter{29}, a=6, b=5}}",0,"Question{QuestionCommittee{λ=6170273338829570019/4611686018427387904, rank=1}}",0,"Question{QuestionCommittee{λ=2938324375338508662590075540730806243/2658455991569831745807614120560689152, rank=1}}",1,"Question{QuestionVoter{voter=Voter{19}, a=6, b=3}}",1,"Question{QuestionVoter{voter=Voter{7}, a=9, b=6}}",0,"Question{QuestionCommittee{λ=687645/524288, rank=1}}",0,"Question{QuestionCommittee{λ=85286953700856269945976408412684025827/85070591730234615865843651857942052864, rank=1}}"
697,1,"Question{QuestionVoter{voter=Voter{29}, a=10, b=6}}",1,"Question{QuestionVoter{voter=Voter{5}, a=5, b=8}}",0,"Question{QuestionCommittee{λ=1232025593/1073741824, rank=1}}",1,"Question{QuestionVoter{voter=Voter{24}, a=10, b=5}}",0,"Question{QuestionCommittee{λ=12340546677659140067/9223372036854775808, rank=1}}",0,"Question{QuestionCommittee{λ=5876648750677017325180151081461612515/5316911983139663491615228241121378304, rank=1}}",1,"Question{QuestionVoter{voter=Voter{17}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{15}, a=1, b=6}}",0,"Question{QuestionCommittee{λ=1375261/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=170573907401712539891952816825368051683/170141183460469231731687303715884105728, rank=1}}"
698,1,"Question{QuestionVoter{voter=Voter{12}, a=9, b=5}}",1,"Question{QuestionVoter{voter=Voter{20}, a=5, b=8}}",0,"Question{QuestionCommittee{λ=2464051215/2147483648, rank=1}}",1,"Question{QuestionVoter{voter=Voter{26}, a=6, b=5}}",0,"Question{QuestionCommittee{λ=24681093355318280163/18446744073709551616, rank=1}}",0,"Question{QuestionCommittee{λ=11753297501354034650360302162923225059/10633823966279326983230456482242756608, rank=1}}",1,"Question{QuestionVoter{voter=Voter{6}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{3}, a=3, b=6}}",0,"Question{QuestionCommittee{λ=2750551/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=341147814803425079783905633650736103395/340282366920938463463374607431768211456, rank=1}}"
699,1,"Question{QuestionVoter{voter=Voter{21}, a=2, b=1}}",1,"Question{QuestionVoter{voter=Voter{13}, a=6, b=7}}",0,"Question{QuestionCommittee{λ=4928102459/4294967296, rank=1}}",1,"Question{QuestionVoter{voter=Voter{27}, a=2, b=5}}",0,"Question{QuestionCommittee{λ=49362186710636560355/36893488147419103232, rank=1}}",0,"Question{QuestionCommittee{λ=23506595002708069300720604325846450147/21267647932558653966460912964485513216, rank=1}}",1,"Question{QuestionVoter{voter=Voter{2}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{24}, a=7, b=6}}",0,"Question{QuestionCommittee{λ=5501131/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=682295629606850159567811267301472206819/680564733841876926926749214863536422912, rank=1}}"
700,1,"Question{QuestionVoter{voter=Voter{3}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{18}, a=6, b=7}}",0,"Question{QuestionCommittee{λ=9856204947/8589934592, rank=1}}",1,"Question{QuestionVoter{voter=Voter{9}, a=8, b=7}}",0,"Question{QuestionCommittee{λ=98724373421273120739/73786976294838206464, rank=1}}",0,"Question{QuestionCommittee{λ=47013190005416138601441208651692900323/42535295865117307932921825928971026432, rank=1}}",1,"Question{QuestionVoter{voter=Voter{10}, a=10, b=5}}",1,"Question{QuestionVoter{voter=Voter{15}, a=6, b=10}}",0,"Question{QuestionCommittee{λ=11002233/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=1364591259213700319135622534602944413667/1361129467683753853853498429727072845824, rank=1}}"
701,1,"Question{QuestionVoter{voter=Voter{6}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{25}, a=6, b=7}}",0,"Question{QuestionCommittee{λ=19712409923/17179869184, rank=1}}",0,"Question{QuestionCommittee{λ=715/512, rank=3}}",0,"Question{QuestionCommittee{λ=197448746842546241507/147573952589676412928, rank=1}}",0,"Question{QuestionCommittee{λ=94026380010832277202882417303385800675/85070591730234615865843651857942052864, rank=1}}",1,"Question{QuestionVoter{voter=Voter{4}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{27}, a=2, b=4}}",0,"Question{QuestionCommittee{λ=22004437/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=2729182518427400638271245069205888827363/2722258935367507707706996859454145691648, rank=1}}"
702,1,"Question{QuestionVoter{voter=Voter{30}, a=1, b=5}}",0,"Question{QuestionCommittee{λ=157/128, rank=1}}",0,"Question{QuestionCommittee{λ=39424819875/34359738368, rank=1}}",1,"Question{QuestionVoter{voter=Voter{5}, a=10, b=7}}",0,"Question{QuestionCommittee{λ=394897493685092483043/295147905179352825856, rank=1}}",0,"Question{QuestionCommittee{λ=188052760021664554405764834606771601379/170141183460469231731687303715884105728, rank=1}}",0,"Question{QuestionCommittee{λ=45/16, rank=4}}",1,"Question{QuestionVoter{voter=Voter{29}, a=2, b=7}}",0,"Question{QuestionCommittee{λ=44008903/33554432, rank=1}}",0,"Question{QuestionCommittee{λ=5458365036854801276542490138411777654755/5444517870735015415413993718908291383296, rank=1}}"
703,1,"Question{QuestionVoter{voter=Voter{25}, a=9, b=5}}",1,"Question{QuestionVoter{voter=Voter{25}, a=6, b=10}}",0,"Question{QuestionCommittee{λ=78849639779/68719476736, rank=1}}",1,"Question{QuestionVoter{voter=Voter{22}, a=3, b=7}}",0,"Question{QuestionCommittee{λ=789794987370184966115/590295810358705651712, rank=1}}",0,"Question{QuestionCommittee{λ=376105520043329108811529669213543202787/340282366920938463463374607431768211456, rank=1}}",1,"Question{QuestionVoter{voter=Voter{19}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{4}, a=2, b=7}}",0,"Question{QuestionCommittee{λ=88017835/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=10916730073709602553084980276823555309539/10889035741470030830827987437816582766592, rank=1}}"
704,1,"Question{QuestionVoter{voter=Voter{13}, a=2, b=7}}",0,"Question{QuestionCommittee{λ=285/256, rank=1}}",0,"Question{QuestionCommittee{λ=157699279587/137438953472, rank=1}}",0,"Question{QuestionCommittee{λ=1401/1024, rank=3}}",0,"Question{QuestionCommittee{λ=1579589974740369932259/1180591620717411303424, rank=1}}",0,"Question{QuestionCommittee{λ=752211040086658217623059338427086405603/680564733841876926926749214863536422912, rank=1}}",1,"Question{QuestionVoter{voter=Voter{1}, a=8, b=5}}",1,"Question{QuestionVoter{voter=Voter{25}, a=2, b=3}}",0,"Question{QuestionCommittee{λ=176035699/134217728, rank=1}}",0,"Question{QuestionCommittee{λ=21833460147419205106169960553647110619107/21778071482940061661655974875633165533184, rank=1}}"
705,0,"Question{QuestionCommittee{λ=285/256, rank=3}}",0,"Question{QuestionCommittee{λ=599/512, rank=1}}",0,"Question{QuestionCommittee{λ=315398559203/274877906944, rank=1}}",0,"Question{QuestionCommittee{λ=2831/2048, rank=3}}",0,"Question{QuestionCommittee{λ=3159179949480739864547/2361183241434822606848, rank=1}}",0,"Question{QuestionCommittee{λ=1504422080173316435246118676854172811235/1361129467683753853853498429727072845824, rank=1}}",1,"Question{QuestionVoter{voter=Voter{3}, a=6, b=3}}",1,"Question{QuestionVoter{voter=Voter{25}, a=2, b=7}}",0,"Question{QuestionCommittee{λ=352071427/268435456, rank=1}}",0,"Question{QuestionCommittee{λ=43666920294838410212339921107294221238243/43556142965880123323311949751266331066368, rank=1}}"
706,1,"Question{QuestionVoter{voter=Voter{15}, a=2, b=5}}",0,"Question{QuestionCommittee{λ=1169/1024, rank=1}}",0,"Question{QuestionCommittee{λ=630797118435/549755813888, rank=1}}",1,"Question{QuestionVoter{voter=Voter{20}, a=5, b=7}}",0,"Question{QuestionCommittee{λ=6318359898961479729123/4722366482869645213696, rank=1}}",0,"Question{QuestionCommittee{λ=3008844160346632870492237353708345622499/2722258935367507707706996859454145691648, rank=1}}",0,"Question{QuestionCommittee{λ=93/64, rank=1}}",0,"Question{QuestionCommittee{λ=93/64, rank=1}}",0,"Question{QuestionCommittee{λ=704142825/536870912, rank=1}}",0,"Question{QuestionCommittee{λ=87333840589676820424679842214588442476515/87112285931760246646623899502532662132736, rank=1}}"
707,1,"Question{QuestionVoter{voter=Voter{27}, a=2, b=1}}",0,"Question{QuestionCommittee{λ=2367/2048, rank=1}}",0,"Question{QuestionCommittee{λ=1261594236899/1099511627776, rank=1}}",0,"Question{QuestionCommittee{λ=5633/4096, rank=3}}",0,"Question{QuestionCommittee{λ=12636719797922959458275/9444732965739290427392, rank=1}}",0,"Question{QuestionCommittee{λ=6017688320693265740984474707416691245027/5444517870735015415413993718908291383296, rank=1}}",0,"Question{QuestionCommittee{λ=157/128, rank=1}}",1,"Question{QuestionVoter{voter=Voter{3}, a=2, b=4}}",0,"Question{QuestionCommittee{λ=1408285621/1073741824, rank=1}}",0,"Question{QuestionCommittee{λ=174667681179353640849359684429176884953059/174224571863520493293247799005065324265472, rank=1}}"
708,1,"Question{QuestionVoter{voter=Voter{7}, a=5, b=6}}",0,"Question{QuestionCommittee{λ=4763/4096, rank=1}}",0,"Question{QuestionCommittee{λ=2523188473827/2199023255552, rank=1}}",1,"Question{QuestionVoter{voter=Voter{20}, a=6, b=7}}",0,"Question{QuestionCommittee{λ=25273439595845918916579/18889465931478580854784, rank=1}}",0,"Question{QuestionCommittee{λ=12035376641386531481968949414833382490083/10889035741470030830827987437816582766592, rank=1}}",0,"Question{QuestionCommittee{λ=285/256, rank=1}}",0,"Question{QuestionCommittee{λ=157/128, rank=1}}",0,"Question{QuestionCommittee{λ=2816571271/2147483648, rank=1}}",0,"Question{QuestionCommittee{λ=349335362358707281698719368858353769906147/348449143727040986586495598010130648530944, rank=1}}"
709,1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=7}}",0,"Question{QuestionCommittee{λ=9555/8192, rank=1}}",0,"Question{QuestionCommittee{λ=5046376947683/4398046511104, rank=1}}",1,"Question{QuestionVoter{voter=Voter{20}, a=9, b=8}}",0,"Question{QuestionCommittee{λ=50546879191691837833187/37778931862957161709568, rank=1}}",0,"Question{QuestionCommittee{λ=24070753282773062963937898829666764980195/21778071482940061661655974875633165533184, rank=1}}",0,"Question{QuestionCommittee{λ=541/512, rank=1}}",1,"Question{QuestionVoter{voter=Voter{13}, a=2, b=9}}",0,"Question{QuestionCommittee{λ=5633142571/4294967296, rank=1}}",0,"Question{QuestionCommittee{λ=698670724717414563397438737716707539812323/696898287454081973172991196020261297061888, rank=1}}"
710,0,"Question{QuestionCommittee{λ=541/512, rank=3}}",0,"Question{QuestionCommittee{λ=19081/16384, rank=1}}",0,"Question{QuestionCommittee{λ=10092753895395/8796093022208, rank=1}}",1,"Question{QuestionVoter{voter=Voter{20}, a=8, b=7}}",0,"Question{QuestionCommittee{λ=101093758383383675666403/75557863725914323419136, rank=1}}",0,"Question{QuestionCommittee{λ=48141506565546125927875797659333529960419/43556142965880123323311949751266331066368, rank=1}}",0,"Question{QuestionCommittee{λ=1053/1024, rank=1}}",0,"Question{QuestionCommittee{λ=285/256, rank=1}}",0,"Question{QuestionCommittee{λ=11266285171/8589934592, rank=1}}",0,"Question{QuestionCommittee{λ=1397341449434829126794877475433415079624675/1393796574908163946345982392040522594123776, rank=1}}"
711,1,"Question{QuestionVoter{voter=Voter{14}, a=2, b=5}}",0,"Question{QuestionCommittee{λ=38133/32768, rank=1}}",0,"Question{QuestionCommittee{λ=20185507790819/17592186044416, rank=1}}",0,"Question{QuestionCommittee{λ=657/512, rank=2}}",0,"Question{QuestionCommittee{λ=202187516766767351332835/151115727451828646838272, rank=1}}",0,"Question{QuestionCommittee{λ=96283013131092251855751595318667059920867/87112285931760246646623899502532662132736, rank=1}}",0,"Question{QuestionCommittee{λ=2077/2048, rank=1}}",0,"Question{QuestionCommittee{λ=599/512, rank=1}}",0,"Question{QuestionCommittee{λ=22532570371/17179869184, rank=1}}",0,"Question{QuestionCommittee{λ=2794682898869658253589754950866830159249379/2787593149816327892691964784081045188247552, rank=1}}"
712,1,"Question{QuestionVoter{voter=Voter{13}, a=3, b=7}}",0,"Question{QuestionCommittee{λ=76295/65536, rank=1}}",0,"Question{QuestionCommittee{λ=40371015581667/35184372088832, rank=1}}",1,"Question{QuestionVoter{voter=Voter{20}, a=9, b=10}}",0,"Question{QuestionCommittee{λ=404375033533534702665699/302231454903657293676544, rank=1}}",0,"Question{QuestionCommittee{λ=192566026262184503711503190637334119841763/174224571863520493293247799005065324265472, rank=1}}",0,"Question{QuestionCommittee{λ=4125/4096, rank=1}}",0,"Question{QuestionCommittee{λ=1169/1024, rank=1}}",0,"Question{QuestionCommittee{λ=45065140771/34359738368, rank=1}}",0,"Question{QuestionCommittee{λ=5589365797739316507179509901733660318498787/5575186299632655785383929568162090376495104, rank=1}}"
713,1,"Question{QuestionVoter{voter=Voter{23}, a=5, b=6}}",0,"Question{QuestionCommittee{λ=152561/131072, rank=1}}",0,"Question{QuestionCommittee{λ=80742031163363/70368744177664, rank=1}}",1,"Question{QuestionVoter{voter=Voter{20}, a=10, b=7}}",0,"Question{QuestionCommittee{λ=808750067067069405331427/604462909807314587353088, rank=1}}",0,"Question{QuestionCommittee{λ=385132052524369007423006381274668239683555/348449143727040986586495598010130648530944, rank=1}}",0,"Question{QuestionCommittee{λ=8221/8192, rank=1}}",0,"Question{QuestionCommittee{λ=2309/2048, rank=1}}",0,"Question{QuestionCommittee{λ=90130281571/68719476736, rank=1}}",0,"Question{QuestionCommittee{λ=11178731595478633014359019803467320636997603/11150372599265311570767859136324180752990208, rank=1}}"
714,1,"Question{QuestionVoter{voter=Voter{10}, a=10, b=6}}",0,"Question{QuestionCommittee{λ=305151/262144, rank=1}}",0,"Question{QuestionCommittee{λ=161484062326755/140737488355328, rank=1}}",0,"Question{QuestionCommittee{λ=61/32, rank=4}}",0,"Question{QuestionCommittee{λ=1617500134134138810662883/1208925819614629174706176, rank=1}}",0,"Question{QuestionCommittee{λ=770264105048738014846012762549336479367139/696898287454081973172991196020261297061888, rank=1}}",0,"Question{QuestionCommittee{λ=16471/16384, rank=1}}",0,"Question{QuestionCommittee{λ=4589/4096, rank=1}}",0,"Question{QuestionCommittee{λ=180260563171/137438953472, rank=1}}",0,"Question{QuestionCommittee{λ=22357463190957266028718039606934641273995235/22300745198530623141535718272648361505980416, rank=1}}"
715,1,"Question{QuestionVoter{voter=Voter{15}, a=5, b=6}}",0,"Question{QuestionCommittee{λ=610273/524288, rank=1}}",0,"Question{QuestionCommittee{λ=322968124653539/281474976710656, rank=1}}",0,"Question{QuestionCommittee{λ=93/64, rank=4}}",0,"Question{QuestionCommittee{λ=3235000268268277621325795/2417851639229258349412352, rank=1}}",0,"Question{QuestionCommittee{λ=1540528210097476029692025525098672958734307/1393796574908163946345982392040522594123776, rank=1}}",0,"Question{QuestionCommittee{λ=32971/32768, rank=1}}",0,"Question{QuestionCommittee{λ=9149/8192, rank=1}}",0,"Question{QuestionCommittee{λ=360521126371/274877906944, rank=1}}",0,"Question{QuestionCommittee{λ=44714926381914532057436079213869282547990499/44601490397061246283071436545296723011960832, rank=1}}"
716,1,"Question{QuestionVoter{voter=Voter{8}, a=10, b=7}}",0,"Question{QuestionCommittee{λ=1220517/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=645936249307107/562949953421312, rank=1}}",0,"Question{QuestionCommittee{λ=1285/1024, rank=2}}",0,"Question{QuestionCommittee{λ=6470000536536555242651619/4835703278458516698824704, rank=1}}",0,"Question{QuestionCommittee{λ=3081056420194952059384051050197345917468643/2787593149816327892691964784081045188247552, rank=1}}",0,"Question{QuestionCommittee{λ=65971/65536, rank=1}}",0,"Question{QuestionCommittee{λ=18269/16384, rank=1}}",0,"Question{QuestionCommittee{λ=721042252771/549755813888, rank=1}}",0,"Question{QuestionCommittee{λ=89429852763829064114872158427738565095981027/89202980794122492566142873090593446023921664, rank=1}}"
717,1,"Question{QuestionVoter{voter=Voter{16}, a=2, b=5}}",0,"Question{QuestionCommittee{λ=2441005/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=1291872498614243/1125899906842624, rank=1}}",0,"Question{QuestionCommittee{λ=157/128, rank=4}}",0,"Question{QuestionCommittee{λ=12940001073073110485303267/9671406556917033397649408, rank=1}}",0,"Question{QuestionCommittee{λ=6162112840389904118768102100394691834937315/5575186299632655785383929568162090376495104, rank=1}}",0,"Question{QuestionCommittee{λ=131971/131072, rank=1}}",0,"Question{QuestionCommittee{λ=36509/32768, rank=1}}",0,"Question{QuestionCommittee{λ=1442084505571/1099511627776, rank=1}}",0,"Question{QuestionCommittee{λ=178859705527658128229744316855477130191962083/178405961588244985132285746181186892047843328, rank=1}}"
718,1,"Question{QuestionVoter{voter=Voter{27}, a=10, b=7}}",0,"Question{QuestionCommittee{λ=4882039/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=2583744997228515/2251799813685248, rank=1}}",0,"Question{QuestionCommittee{λ=61/32, rank=1}}",0,"Question{QuestionCommittee{λ=25880002146146220970606563/19342813113834066795298816, rank=1}}",0,"Question{QuestionCommittee{λ=12324225680779808237536204200789383669874659/11150372599265311570767859136324180752990208, rank=1}}",0,"Question{QuestionCommittee{λ=263971/262144, rank=1}}",0,"Question{QuestionCommittee{λ=72989/65536, rank=1}}",0,"Question{QuestionCommittee{λ=2884169011171/2199023255552, rank=1}}",0,"Question{QuestionCommittee{λ=357719411055316256459488633710954260383924195/356811923176489970264571492362373784095686656, rank=1}}"
719,1,"Question{QuestionVoter{voter=Voter{16}, a=2, b=6}}",0,"Question{QuestionCommittee{λ=9764107/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=5167489994457059/4503599627370496, rank=1}}",0,"Question{QuestionCommittee{λ=343/256, rank=4}}",0,"Question{QuestionCommittee{λ=51760004292292441941213155/38685626227668133590597632, rank=1}}",0,"Question{QuestionCommittee{λ=24648451361559616475072408401578767339749347/22300745198530623141535718272648361505980416, rank=1}}",0,"Question{QuestionCommittee{λ=527971/524288, rank=1}}",0,"Question{QuestionCommittee{λ=146007/131072, rank=1}}",0,"Question{QuestionCommittee{λ=5768338022371/4398046511104, rank=1}}",0,"Question{QuestionCommittee{λ=715438822110632512918977267421908520767848419/713623846352979940529142984724747568191373312, rank=1}}"
720,1,"Question{QuestionVoter{voter=Voter{3}, a=3, b=7}}",0,"Question{QuestionCommittee{λ=19528185/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=10334979988914147/9007199254740992, rank=1}}",0,"Question{QuestionCommittee{λ=31/2, rank=5}}",0,"Question{QuestionCommittee{λ=103520008584584883882426339/77371252455336267181195264, rank=1}}",0,"Question{QuestionCommittee{λ=49296902723119232950144816803157534679498723/44601490397061246283071436545296723011960832, rank=1}}",0,"Question{QuestionCommittee{λ=1055971/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=291985/262144, rank=1}}",0,"Question{QuestionCommittee{λ=11536676044771/8796093022208, rank=1}}",0,"Question{QuestionCommittee{λ=1430877644221265025837954534843817041535696867/1427247692705959881058285969449495136382746624, rank=1}}"
721,1,"Question{QuestionVoter{voter=Voter{3}, a=5, b=7}}",0,"Question{QuestionCommittee{λ=39056341/33554432, rank=1}}",0,"Question{QuestionCommittee{λ=20669959977828323/18014398509481984, rank=1}}",0,"Question{QuestionCommittee{λ=33/4, rank=5}}",0,"Question{QuestionCommittee{λ=207040017169169767764852707/154742504910672534362390528, rank=1}}",0,"Question{QuestionCommittee{λ=98593805446238465900289633606315069358997475/89202980794122492566142873090593446023921664, rank=1}}",0,"Question{QuestionCommittee{λ=2111913/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=583999/524288, rank=1}}",0,"Question{QuestionCommittee{λ=23073352089571/17592186044416, rank=1}}",0,"Question{QuestionCommittee{λ=2861755288442530051675909069687634083071393763/2854495385411919762116571938898990272765493248, rank=1}}"
722,1,"Question{QuestionVoter{voter=Voter{14}, a=1, b=9}}",0,"Question{QuestionCommittee{λ=78112711/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=41339919955656675/36028797018963968, rank=1}}",1,"Question{QuestionVoter{voter=Voter{17}, a=8, b=5}}",0,"Question{QuestionCommittee{λ=414080034338339535529705443/309485009821345068724781056, rank=1}}",0,"Question{QuestionCommittee{λ=197187610892476931800579267212630138717994979/178405961588244985132285746181186892047843328, rank=1}}",0,"Question{QuestionCommittee{λ=4223797/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=1168027/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=46146704179171/35184372088832, rank=1}}",0,"Question{QuestionCommittee{λ=5723510576885060103351818139375268166142787555/5708990770823839524233143877797980545530986496, rank=1}}"
723,1,"Question{QuestionVoter{voter=Voter{20}, a=9, b=6}}",0,"Question{QuestionCommittee{λ=156225451/134217728, rank=1}}",0,"Question{QuestionCommittee{λ=82679839911313379/72057594037927936, rank=1}}",1,"Question{QuestionVoter{voter=Voter{14}, a=4, b=5}}",0,"Question{QuestionCommittee{λ=828160068676679071059410915/618970019642690137449562112, rank=1}}",0,"Question{QuestionCommittee{λ=394375221784953863601158534425260277435989987/356811923176489970264571492362373784095686656, rank=1}}",0,"Question{QuestionCommittee{λ=8447623/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=2336025/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=92293408358371/70368744177664, rank=1}}",0,"Question{QuestionCommittee{λ=11447021153770120206703636278750536332285575139/11417981541647679048466287755595961091061972992, rank=1}}"
724,1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=6}}",0,"Question{QuestionCommittee{λ=312450931/268435456, rank=1}}",0,"Question{QuestionCommittee{λ=165359679822626787/144115188075855872, rank=1}}",0,"Question{QuestionCommittee{λ=657/512, rank=4}}",0,"Question{QuestionCommittee{λ=1656320137353358142118821859/1237940039285380274899124224, rank=1}}",0,"Question{QuestionCommittee{λ=788750443569907727202317068850520554871980003/713623846352979940529142984724747568191373312, rank=1}}",0,"Question{QuestionCommittee{λ=16895217/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=4672021/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=184586816716771/140737488355328, rank=1}}",0,"Question{QuestionCommittee{λ=22894042307540240413407272557501072664571150307/22835963083295358096932575511191922182123945984, rank=1}}"
725,1,"Question{QuestionVoter{voter=Voter{9}, a=1, b=6}}",0,"Question{QuestionCommittee{λ=624901833/536870912, rank=1}}",0,"Question{QuestionCommittee{λ=330719359645253603/288230376151711744, rank=1}}",0,"Question{QuestionCommittee{λ=37/8, rank=5}}",0,"Question{QuestionCommittee{λ=3312640274706716284237643747/2475880078570760549798248448, rank=1}}",0,"Question{QuestionCommittee{λ=1577500887139815454404634137701041109743960035/1427247692705959881058285969449495136382746624, rank=1}}",0,"Question{QuestionCommittee{λ=33790463/33554432, rank=1}}",0,"Question{QuestionCommittee{λ=9344013/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=369173633433571/281474976710656, rank=1}}",0,"Question{QuestionCommittee{λ=45788084615080480826814545115002145329142300643/45671926166590716193865151022383844364247891968, rank=1}}"
726,1,"Question{QuestionVoter{voter=Voter{9}, a=3, b=6}}",0,"Question{QuestionCommittee{λ=1249803637/1073741824, rank=1}}",0,"Question{QuestionCommittee{λ=661438719290507235/576460752303423488, rank=1}}",0,"Question{QuestionCommittee{λ=93/64, rank=1}}",0,"Question{QuestionCommittee{λ=6625280549413432568475287523/4951760157141521099596496896, rank=1}}",0,"Question{QuestionCommittee{λ=3155001774279630908809268275402082219487920099/2854495385411919762116571938898990272765493248, rank=1}}",0,"Question{QuestionCommittee{λ=67580955/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=18688055/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=738347266867171/562949953421312, rank=1}}",0,"Question{QuestionCommittee{λ=91576169230160961653629090230004290658284601315/91343852333181432387730302044767688728495783936, rank=1}}"
727,1,"Question{QuestionVoter{voter=Voter{29}, a=9, b=8}}",0,"Question{QuestionCommittee{λ=2499607303/2147483648, rank=1}}",0,"Question{QuestionCommittee{λ=1322877438581014499/1152921504606846976, rank=1}}",0,"Question{QuestionCommittee{λ=157/128, rank=1}}",0,"Question{QuestionCommittee{λ=13250561098826865136950575075/9903520314283042199192993792, rank=1}}",0,"Question{QuestionCommittee{λ=6310003548559261817618536550804164438975840227/5708990770823839524233143877797980545530986496, rank=1}}",0,"Question{QuestionCommittee{λ=135161881/134217728, rank=1}}",0,"Question{QuestionCommittee{λ=37376139/33554432, rank=1}}",0,"Question{QuestionCommittee{λ=1476694533734371/1125899906842624, rank=1}}",0,"Question{QuestionCommittee{λ=183152338460321923307258180460008581316569202659/182687704666362864775460604089535377456991567872, rank=1}}"
728,1,"Question{QuestionVoter{voter=Voter{21}, a=1, b=8}}",0,"Question{QuestionCommittee{λ=4999214635/4294967296, rank=1}}",0,"Question{QuestionCommittee{λ=2645754877162029027/2305843009213693952, rank=1}}",0,"Question{QuestionCommittee{λ=285/256, rank=1}}",0,"Question{QuestionCommittee{λ=26501122197653730273901150179/19807040628566084398385987584, rank=1}}",0,"Question{QuestionCommittee{λ=12620007097118523635237073101608328877951680483/11417981541647679048466287755595961091061972992, rank=1}}",0,"Question{QuestionCommittee{λ=270323733/268435456, rank=1}}",0,"Question{QuestionCommittee{λ=74752249/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=2953389067468771/2251799813685248, rank=1}}",0,"Question{QuestionCommittee{λ=366304676920643846614516360920017162633138405347/365375409332725729550921208179070754913983135744, rank=1}}"
729,1,"Question{QuestionVoter{voter=Voter{27}, a=2, b=3}}",0,"Question{QuestionCommittee{λ=9998429299/8589934592, rank=1}}",0,"Question{QuestionCommittee{λ=5291509754324058083/4611686018427387904, rank=1}}",0,"Question{QuestionCommittee{λ=599/512, rank=1}}",0,"Question{QuestionCommittee{λ=53002244395307460547802300387/39614081257132168796771975168, rank=1}}",0,"Question{QuestionCommittee{λ=25240014194237047270474146203216657755903360995/22835963083295358096932575511191922182123945984, rank=1}}",0,"Question{QuestionCommittee{λ=540647495/536870912, rank=1}}",0,"Question{QuestionCommittee{λ=149504527/134217728, rank=1}}",0,"Question{QuestionCommittee{λ=5906778134937571/4503599627370496, rank=1}}",0,"Question{QuestionCommittee{λ=732609353841287693229032721840034325266276810723/730750818665451459101842416358141509827966271488, rank=1}}"
730,1,"Question{QuestionVoter{voter=Voter{27}, a=2, b=9}}",0,"Question{QuestionCommittee{λ=19996858627/17179869184, rank=1}}",0,"Question{QuestionCommittee{λ=10583019508648116195/9223372036854775808, rank=1}}",0,"Question{QuestionCommittee{λ=1169/1024, rank=1}}",0,"Question{QuestionCommittee{λ=106004488790614921095604600803/79228162514264337593543950336, rank=1}}",0,"Question{QuestionCommittee{λ=50480028388474094540948292406433315511806722019/45671926166590716193865151022383844364247891968, rank=1}}",0,"Question{QuestionCommittee{λ=1081294961/1073741824, rank=1}}",0,"Question{QuestionCommittee{λ=299009025/268435456, rank=1}}",0,"Question{QuestionCommittee{λ=11813556269875171/9007199254740992, rank=1}}",0,"Question{QuestionCommittee{λ=1465218707682575386458065443680068650532553621475/1461501637330902918203684832716283019655932542976, rank=1}}"
