i,qV(1)/qC(0),Run 1 of 10,qV(1)/qC(0),Run 2 of 10,qV(1)/qC(0),Run 3 of 10,qV(1)/qC(0),Run 4 of 10,qV(1)/qC(0),Run 5 of 10,qV(1)/qC(0),Run 6 of 10,qV(1)/qC(0),Run 7 of 10,qV(1)/qC(0),Run 8 of 10,qV(1)/qC(0),Run 9 of 10,qV(1)/qC(0),Run 10 of 10
646,1,"Question{QuestionVoter{voter=Voter{21}, a=5, b=14}}",1,"Question{QuestionVoter{voter=Voter{21}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=12}}",1,"Question{QuestionVoter{voter=Voter{29}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{16}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=14}}",1,"Question{QuestionVoter{voter=Voter{20}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{16}, a=4, b=15}}",1,"Question{QuestionVoter{voter=Voter{18}, a=5, b=11}}"
647,1,"Question{QuestionVoter{voter=Voter{29}, a=6, b=14}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{28}, a=14, b=7}}",1,"Question{QuestionVoter{voter=Voter{4}, a=7, b=12}}",1,"Question{QuestionVoter{voter=Voter{18}, a=5, b=3}}",1,"Question{QuestionVoter{voter=Voter{29}, a=11, b=9}}",1,"Question{QuestionVoter{voter=Voter{25}, a=10, b=14}}",1,"Question{QuestionVoter{voter=Voter{1}, a=4, b=6}}",1,"Question{QuestionVoter{voter=Voter{28}, a=11, b=15}}",1,"Question{QuestionVoter{voter=Voter{3}, a=8, b=11}}"
648,1,"Question{QuestionVoter{voter=Voter{20}, a=7, b=14}}",1,"Question{QuestionVoter{voter=Voter{4}, a=10, b=7}}",1,"Question{QuestionVoter{voter=Voter{23}, a=14, b=10}}",1,"Question{QuestionVoter{voter=Voter{27}, a=10, b=6}}",1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{14}, a=15, b=9}}",1,"Question{QuestionVoter{voter=Voter{23}, a=12, b=14}}",1,"Question{QuestionVoter{voter=Voter{15}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{21}, a=1, b=15}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=11}}"
649,1,"Question{QuestionVoter{voter=Voter{18}, a=15, b=14}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{28}, a=14, b=13}}",1,"Question{QuestionVoter{voter=Voter{21}, a=15, b=9}}",1,"Question{QuestionVoter{voter=Voter{10}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{15}, a=11, b=8}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{5}, a=2, b=15}}",1,"Question{QuestionVoter{voter=Voter{23}, a=1, b=3}}"
650,1,"Question{QuestionVoter{voter=Voter{17}, a=7, b=14}}",1,"Question{QuestionVoter{voter=Voter{9}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{14}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{5}, a=15, b=6}}",1,"Question{QuestionVoter{voter=Voter{24}, a=6, b=13}}",1,"Question{QuestionVoter{voter=Voter{22}, a=3, b=8}}",1,"Question{QuestionVoter{voter=Voter{27}, a=9, b=14}}",1,"Question{QuestionVoter{voter=Voter{28}, a=4, b=13}}",1,"Question{QuestionVoter{voter=Voter{27}, a=1, b=15}}",1,"Question{QuestionVoter{voter=Voter{8}, a=8, b=3}}"
651,1,"Question{QuestionVoter{voter=Voter{23}, a=15, b=13}}",1,"Question{QuestionVoter{voter=Voter{1}, a=3, b=12}}",1,"Question{QuestionVoter{voter=Voter{13}, a=14, b=4}}",1,"Question{QuestionVoter{voter=Voter{13}, a=9, b=7}}",1,"Question{QuestionVoter{voter=Voter{13}, a=8, b=13}}",1,"Question{QuestionVoter{voter=Voter{10}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{25}, a=11, b=14}}",1,"Question{QuestionVoter{voter=Voter{8}, a=2, b=13}}",1,"Question{QuestionVoter{voter=Voter{5}, a=5, b=15}}",1,"Question{QuestionVoter{voter=Voter{12}, a=2, b=15}}"
652,1,"Question{QuestionVoter{voter=Voter{25}, a=6, b=13}}",1,"Question{QuestionVoter{voter=Voter{8}, a=4, b=12}}",1,"Question{QuestionVoter{voter=Voter{24}, a=6, b=10}}",1,"Question{QuestionVoter{voter=Voter{13}, a=13, b=7}}",1,"Question{QuestionVoter{voter=Voter{24}, a=12, b=13}}",1,"Question{QuestionVoter{voter=Voter{17}, a=1, b=10}}",0,"Question{QuestionCommittee{λ=33/4, rank=4}}",1,"Question{QuestionVoter{voter=Voter{22}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{30}, a=1, b=15}}",1,"Question{QuestionVoter{voter=Voter{10}, a=2, b=15}}"
653,1,"Question{QuestionVoter{voter=Voter{17}, a=6, b=13}}",1,"Question{QuestionVoter{voter=Voter{15}, a=12, b=3}}",1,"Question{QuestionVoter{voter=Voter{4}, a=5, b=11}}",1,"Question{QuestionVoter{voter=Voter{21}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{14}, a=8, b=15}}",1,"Question{QuestionVoter{voter=Voter{10}, a=9, b=10}}",1,"Question{QuestionVoter{voter=Voter{20}, a=15, b=12}}",1,"Question{QuestionVoter{voter=Voter{4}, a=8, b=14}}",1,"Question{QuestionVoter{voter=Voter{23}, a=7, b=15}}",1,"Question{QuestionVoter{voter=Voter{15}, a=5, b=15}}"
654,1,"Question{QuestionVoter{voter=Voter{17}, a=7, b=13}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{16}, a=1, b=12}}",1,"Question{QuestionVoter{voter=Voter{4}, a=12, b=11}}",1,"Question{QuestionVoter{voter=Voter{14}, a=3, b=15}}",1,"Question{QuestionVoter{voter=Voter{11}, a=15, b=11}}",1,"Question{QuestionVoter{voter=Voter{28}, a=7, b=12}}",1,"Question{QuestionVoter{voter=Voter{2}, a=3, b=10}}",0,"Question{QuestionCommittee{λ=37/8, rank=1}}",1,"Question{QuestionVoter{voter=Voter{19}, a=4, b=15}}"
655,1,"Question{QuestionVoter{voter=Voter{13}, a=15, b=13}}",1,"Question{QuestionVoter{voter=Voter{17}, a=4, b=3}}",1,"Question{QuestionVoter{voter=Voter{30}, a=14, b=1}}",1,"Question{QuestionVoter{voter=Voter{3}, a=2, b=11}}",1,"Question{QuestionVoter{voter=Voter{24}, a=6, b=15}}",1,"Question{QuestionVoter{voter=Voter{10}, a=15, b=11}}",1,"Question{QuestionVoter{voter=Voter{15}, a=1, b=12}}",1,"Question{QuestionVoter{voter=Voter{13}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{11}, a=12, b=15}}",1,"Question{QuestionVoter{voter=Voter{23}, a=1, b=15}}"
656,1,"Question{QuestionVoter{voter=Voter{30}, a=1, b=11}}",1,"Question{QuestionVoter{voter=Voter{9}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=12}}",1,"Question{QuestionVoter{voter=Voter{11}, a=5, b=11}}",1,"Question{QuestionVoter{voter=Voter{29}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{6}, a=7, b=11}}",1,"Question{QuestionVoter{voter=Voter{27}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{7}, a=6, b=15}}",1,"Question{QuestionVoter{voter=Voter{18}, a=4, b=15}}"
657,0,"Question{QuestionCommittee{λ=33/4, rank=8}}",1,"Question{QuestionVoter{voter=Voter{28}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{14}, a=1, b=12}}",1,"Question{QuestionVoter{voter=Voter{13}, a=9, b=11}}",1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{20}, a=12, b=10}}",1,"Question{QuestionVoter{voter=Voter{8}, a=8, b=13}}",1,"Question{QuestionVoter{voter=Voter{9}, a=6, b=14}}",1,"Question{QuestionVoter{voter=Voter{12}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{24}, a=8, b=1}}"
658,1,"Question{QuestionVoter{voter=Voter{11}, a=15, b=12}}",1,"Question{QuestionVoter{voter=Voter{16}, a=3, b=15}}",1,"Question{QuestionVoter{voter=Voter{5}, a=3, b=12}}",1,"Question{QuestionVoter{voter=Voter{4}, a=15, b=2}}",1,"Question{QuestionVoter{voter=Voter{5}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{28}, a=4, b=10}}",0,"Question{QuestionCommittee{λ=61/32, rank=7}}",1,"Question{QuestionVoter{voter=Voter{4}, a=10, b=14}}",1,"Question{QuestionVoter{voter=Voter{3}, a=10, b=5}}",1,"Question{QuestionVoter{voter=Voter{8}, a=3, b=15}}"
659,1,"Question{QuestionVoter{voter=Voter{16}, a=4, b=14}}",1,"Question{QuestionVoter{voter=Voter{15}, a=1, b=15}}",1,"Question{QuestionVoter{voter=Voter{22}, a=1, b=12}}",1,"Question{QuestionVoter{voter=Voter{3}, a=10, b=11}}",1,"Question{QuestionVoter{voter=Voter{12}, a=13, b=10}}",1,"Question{QuestionVoter{voter=Voter{28}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{5}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{2}, a=8, b=14}}",1,"Question{QuestionVoter{voter=Voter{9}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{21}, a=8, b=10}}"
660,1,"Question{QuestionVoter{voter=Voter{28}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{12}, a=2, b=12}}",1,"Question{QuestionVoter{voter=Voter{6}, a=5, b=11}}",1,"Question{QuestionVoter{voter=Voter{12}, a=8, b=4}}",1,"Question{QuestionVoter{voter=Voter{20}, a=15, b=2}}",1,"Question{QuestionVoter{voter=Voter{27}, a=9, b=13}}",1,"Question{QuestionVoter{voter=Voter{5}, a=2, b=13}}",1,"Question{QuestionVoter{voter=Voter{10}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{15}, a=9, b=15}}"
661,1,"Question{QuestionVoter{voter=Voter{25}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{15}, a=5, b=12}}",1,"Question{QuestionVoter{voter=Voter{23}, a=1, b=11}}",1,"Question{QuestionVoter{voter=Voter{4}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{19}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{25}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{13}, a=7, b=13}}",1,"Question{QuestionVoter{voter=Voter{26}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{5}, a=8, b=15}}"
662,1,"Question{QuestionVoter{voter=Voter{22}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{5}, a=1, b=12}}",1,"Question{QuestionVoter{voter=Voter{18}, a=6, b=12}}",1,"Question{QuestionVoter{voter=Voter{19}, a=7, b=11}}",1,"Question{QuestionVoter{voter=Voter{25}, a=11, b=7}}",1,"Question{QuestionVoter{voter=Voter{24}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{7}, a=3, b=13}}",1,"Question{QuestionVoter{voter=Voter{18}, a=3, b=13}}",1,"Question{QuestionVoter{voter=Voter{21}, a=10, b=5}}",1,"Question{QuestionVoter{voter=Voter{4}, a=8, b=14}}"
663,1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{19}, a=3, b=12}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=12}}",1,"Question{QuestionVoter{voter=Voter{1}, a=12, b=11}}",0,"Question{QuestionCommittee{λ=33/4, rank=3}}",1,"Question{QuestionVoter{voter=Voter{4}, a=10, b=1}}",1,"Question{QuestionVoter{voter=Voter{23}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{22}, a=2, b=14}}",1,"Question{QuestionVoter{voter=Voter{22}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{1}, a=10, b=11}}"
664,1,"Question{QuestionVoter{voter=Voter{28}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{4}, a=5, b=12}}",1,"Question{QuestionVoter{voter=Voter{9}, a=4, b=12}}",1,"Question{QuestionVoter{voter=Voter{3}, a=15, b=12}}",1,"Question{QuestionVoter{voter=Voter{8}, a=11, b=7}}",1,"Question{QuestionVoter{voter=Voter{2}, a=3, b=1}}",1,"Question{QuestionVoter{voter=Voter{1}, a=2, b=13}}",1,"Question{QuestionVoter{voter=Voter{28}, a=4, b=14}}",1,"Question{QuestionVoter{voter=Voter{20}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{5}, a=8, b=11}}"
665,1,"Question{QuestionVoter{voter=Voter{28}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=14}}",1,"Question{QuestionVoter{voter=Voter{2}, a=14, b=12}}",1,"Question{QuestionVoter{voter=Voter{13}, a=15, b=2}}",1,"Question{QuestionVoter{voter=Voter{8}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{21}, a=15, b=1}}",1,"Question{QuestionVoter{voter=Voter{24}, a=4, b=13}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=14}}",1,"Question{QuestionVoter{voter=Voter{20}, a=6, b=1}}",1,"Question{QuestionVoter{voter=Voter{26}, a=6, b=11}}"
666,1,"Question{QuestionVoter{voter=Voter{27}, a=15, b=10}}",1,"Question{QuestionVoter{voter=Voter{26}, a=2, b=12}}",1,"Question{QuestionVoter{voter=Voter{5}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{29}, a=3, b=11}}",1,"Question{QuestionVoter{voter=Voter{10}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{11}, a=3, b=1}}",1,"Question{QuestionVoter{voter=Voter{7}, a=5, b=13}}",1,"Question{QuestionVoter{voter=Voter{7}, a=2, b=14}}",1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{24}, a=2, b=11}}"
667,1,"Question{QuestionVoter{voter=Voter{18}, a=15, b=10}}",1,"Question{QuestionVoter{voter=Voter{10}, a=3, b=12}}",1,"Question{QuestionVoter{voter=Voter{5}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{24}, a=2, b=11}}",1,"Question{QuestionVoter{voter=Voter{30}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{26}, a=9, b=3}}",1,"Question{QuestionVoter{voter=Voter{25}, a=4, b=13}}",1,"Question{QuestionVoter{voter=Voter{5}, a=2, b=14}}",0,"Question{QuestionCommittee{λ=45/16, rank=6}}",1,"Question{QuestionVoter{voter=Voter{24}, a=3, b=11}}"
668,1,"Question{QuestionVoter{voter=Voter{15}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{30}, a=6, b=10}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{28}, a=2, b=11}}",1,"Question{QuestionVoter{voter=Voter{27}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{3}, a=15, b=1}}",1,"Question{QuestionVoter{voter=Voter{8}, a=9, b=13}}",1,"Question{QuestionVoter{voter=Voter{15}, a=3, b=14}}",1,"Question{QuestionVoter{voter=Voter{13}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{18}, a=7, b=11}}"
669,1,"Question{QuestionVoter{voter=Voter{1}, a=9, b=10}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{21}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{5}, a=6, b=13}}",1,"Question{QuestionVoter{voter=Voter{12}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{3}, a=15, b=2}}",1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{27}, a=6, b=13}}",1,"Question{QuestionVoter{voter=Voter{9}, a=6, b=14}}",1,"Question{QuestionVoter{voter=Voter{12}, a=6, b=11}}"
670,1,"Question{QuestionVoter{voter=Voter{30}, a=1, b=14}}",1,"Question{QuestionVoter{voter=Voter{2}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{28}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{15}, a=9, b=13}}",1,"Question{QuestionVoter{voter=Voter{26}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{15}, a=12, b=3}}",0,"Question{QuestionCommittee{λ=45/16, rank=2}}",1,"Question{QuestionVoter{voter=Voter{20}, a=7, b=13}}",1,"Question{QuestionVoter{voter=Voter{7}, a=6, b=2}}",1,"Question{QuestionVoter{voter=Voter{1}, a=8, b=4}}"
671,1,"Question{QuestionVoter{voter=Voter{28}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{23}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{15}, a=3, b=8}}",1,"Question{QuestionVoter{voter=Voter{17}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{1}, a=4, b=3}}",1,"Question{QuestionVoter{voter=Voter{6}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{5}, a=4, b=11}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{14}, a=8, b=5}}"
672,1,"Question{QuestionVoter{voter=Voter{19}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{24}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{24}, a=14, b=5}}",1,"Question{QuestionVoter{voter=Voter{15}, a=15, b=10}}",1,"Question{QuestionVoter{voter=Voter{27}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{2}, a=5, b=3}}",1,"Question{QuestionVoter{voter=Voter{22}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{22}, a=1, b=11}}",1,"Question{QuestionVoter{voter=Voter{24}, a=6, b=2}}",1,"Question{QuestionVoter{voter=Voter{16}, a=4, b=11}}"
673,1,"Question{QuestionVoter{voter=Voter{29}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{12}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{5}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{6}, a=15, b=10}}",1,"Question{QuestionVoter{voter=Voter{2}, a=4, b=15}}",1,"Question{QuestionVoter{voter=Voter{19}, a=15, b=3}}",1,"Question{QuestionVoter{voter=Voter{2}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{21}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{6}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{12}, a=7, b=11}}"
674,0,"Question{QuestionCommittee{λ=33/4, rank=2}}",0,"Question{QuestionCommittee{λ=93/64, rank=5}}",1,"Question{QuestionVoter{voter=Voter{5}, a=6, b=10}}",1,"Question{QuestionVoter{voter=Voter{27}, a=10, b=8}}",1,"Question{QuestionVoter{voter=Voter{19}, a=10, b=15}}",1,"Question{QuestionVoter{voter=Voter{24}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{29}, a=9, b=6}}",1,"Question{QuestionVoter{voter=Voter{8}, a=2, b=14}}",1,"Question{QuestionVoter{voter=Voter{14}, a=11, b=13}}",1,"Question{QuestionVoter{voter=Voter{26}, a=6, b=12}}"
675,1,"Question{QuestionVoter{voter=Voter{5}, a=7, b=4}}",1,"Question{QuestionVoter{voter=Voter{16}, a=2, b=6}}",0,"Question{QuestionCommittee{λ=37/8, rank=5}}",1,"Question{QuestionVoter{voter=Voter{29}, a=5, b=8}}",1,"Question{QuestionVoter{voter=Voter{25}, a=7, b=15}}",1,"Question{QuestionVoter{voter=Voter{30}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{2}, a=4, b=14}}",0,"Question{QuestionCommittee{λ=37/8, rank=7}}",1,"Question{QuestionVoter{voter=Voter{27}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=12}}"
676,1,"Question{QuestionVoter{voter=Voter{2}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{4}, a=3, b=13}}",0,"Question{QuestionCommittee{λ=45/16, rank=5}}",1,"Question{QuestionVoter{voter=Voter{17}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{27}, a=2, b=15}}",1,"Question{QuestionVoter{voter=Voter{30}, a=4, b=3}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=12}}",1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=15}}",1,"Question{QuestionVoter{voter=Voter{3}, a=11, b=5}}",1,"Question{QuestionVoter{voter=Voter{2}, a=6, b=11}}"
677,1,"Question{QuestionVoter{voter=Voter{11}, a=15, b=1}}",1,"Question{QuestionVoter{voter=Voter{21}, a=4, b=13}}",1,"Question{QuestionVoter{voter=Voter{2}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{27}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=15}}",1,"Question{QuestionVoter{voter=Voter{3}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{24}, a=14, b=6}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{10}, a=8, b=11}}",1,"Question{QuestionVoter{voter=Voter{29}, a=10, b=3}}"
678,1,"Question{QuestionVoter{voter=Voter{14}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{11}, a=3, b=13}}",1,"Question{QuestionVoter{voter=Voter{29}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{22}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{30}, a=2, b=14}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=3}}",1,"Question{QuestionVoter{voter=Voter{3}, a=5, b=11}}",1,"Question{QuestionVoter{voter=Voter{10}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{27}, a=14, b=11}}",1,"Question{QuestionVoter{voter=Voter{16}, a=2, b=3}}"
679,1,"Question{QuestionVoter{voter=Voter{2}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{29}, a=13, b=8}}",1,"Question{QuestionVoter{voter=Voter{15}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{6}, a=4, b=13}}",1,"Question{QuestionVoter{voter=Voter{21}, a=2, b=11}}",1,"Question{QuestionVoter{voter=Voter{16}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{12}, a=3, b=11}}",1,"Question{QuestionVoter{voter=Voter{2}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{1}, a=3, b=11}}",1,"Question{QuestionVoter{voter=Voter{4}, a=8, b=11}}"
680,1,"Question{QuestionVoter{voter=Voter{28}, a=15, b=13}}",1,"Question{QuestionVoter{voter=Voter{1}, a=3, b=8}}",1,"Question{QuestionVoter{voter=Voter{22}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{12}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{17}, a=5, b=11}}",1,"Question{QuestionVoter{voter=Voter{17}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{10}, a=9, b=11}}",1,"Question{QuestionVoter{voter=Voter{27}, a=4, b=7}}",1,"Question{QuestionVoter{voter=Voter{27}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{25}, a=13, b=3}}"
681,1,"Question{QuestionVoter{voter=Voter{26}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{26}, a=7, b=8}}",1,"Question{QuestionVoter{voter=Voter{2}, a=4, b=6}}",1,"Question{QuestionVoter{voter=Voter{14}, a=15, b=6}}",1,"Question{QuestionVoter{voter=Voter{16}, a=1, b=11}}",1,"Question{QuestionVoter{voter=Voter{17}, a=4, b=3}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{13}, a=8, b=13}}",1,"Question{QuestionVoter{voter=Voter{21}, a=6, b=11}}",1,"Question{QuestionVoter{voter=Voter{22}, a=9, b=3}}"
682,1,"Question{QuestionVoter{voter=Voter{11}, a=15, b=2}}",1,"Question{QuestionVoter{voter=Voter{20}, a=15, b=8}}",1,"Question{QuestionVoter{voter=Voter{6}, a=14, b=2}}",1,"Question{QuestionVoter{voter=Voter{7}, a=4, b=8}}",1,"Question{QuestionVoter{voter=Voter{22}, a=10, b=11}}",1,"Question{QuestionVoter{voter=Voter{23}, a=15, b=3}}",1,"Question{QuestionVoter{voter=Voter{14}, a=9, b=14}}",1,"Question{QuestionVoter{voter=Voter{21}, a=2, b=13}}",1,"Question{QuestionVoter{voter=Voter{27}, a=7, b=8}}",1,"Question{QuestionVoter{voter=Voter{28}, a=2, b=3}}"
683,1,"Question{QuestionVoter{voter=Voter{2}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{8}, a=10, b=8}}",1,"Question{QuestionVoter{voter=Voter{8}, a=9, b=6}}",0,"Question{QuestionCommittee{λ=45/16, rank=3}}",1,"Question{QuestionVoter{voter=Voter{25}, a=2, b=11}}",1,"Question{QuestionVoter{voter=Voter{26}, a=11, b=3}}",1,"Question{QuestionVoter{voter=Voter{8}, a=9, b=14}}",1,"Question{QuestionVoter{voter=Voter{14}, a=3, b=13}}",1,"Question{QuestionVoter{voter=Voter{14}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{13}, a=8, b=12}}"
684,1,"Question{QuestionVoter{voter=Voter{1}, a=11, b=10}}",1,"Question{QuestionVoter{voter=Voter{15}, a=15, b=12}}",1,"Question{QuestionVoter{voter=Voter{14}, a=4, b=6}}",1,"Question{QuestionVoter{voter=Voter{20}, a=4, b=8}}",1,"Question{QuestionVoter{voter=Voter{27}, a=2, b=11}}",1,"Question{QuestionVoter{voter=Voter{6}, a=15, b=3}}",1,"Question{QuestionVoter{voter=Voter{15}, a=2, b=14}}",1,"Question{QuestionVoter{voter=Voter{28}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{22}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{25}, a=8, b=10}}"
685,1,"Question{QuestionVoter{voter=Voter{25}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{25}, a=1, b=12}}",1,"Question{QuestionVoter{voter=Voter{5}, a=4, b=6}}",1,"Question{QuestionVoter{voter=Voter{11}, a=5, b=8}}",1,"Question{QuestionVoter{voter=Voter{4}, a=8, b=11}}",1,"Question{QuestionVoter{voter=Voter{16}, a=6, b=3}}",1,"Question{QuestionVoter{voter=Voter{3}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{25}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{6}, a=6, b=3}}",1,"Question{QuestionVoter{voter=Voter{26}, a=1, b=3}}"
